code,P2,P50,P100,P250,P500,P1000,P2000,rho,suction,theta
2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,5.5,0.188
2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,6.0,0.156
2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,6.5,0.138
2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,8.0,0.11
2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,10.0,0.094
2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,14.0,0.089
2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,20.0,0.074
2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,28.0,0.071
2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,40.0,0.07
2384,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,50.0,0.069
2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,0.4,0.392
2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,1.0,0.392
2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,2.0,0.388
2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,3.0,0.38
2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,3.5,0.368
2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,5.0,0.283
2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,5.5,0.251
2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,6.0,0.214
2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,6.5,0.197
2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,8.0,0.144
2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,10.0,0.116
2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,14.0,0.096
2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,20.0,0.088
2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,28.0,0.084
2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,40.0,0.083
2385,0.01,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,50.0,0.082
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,0.4,0.341
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,1.0,0.341
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,2.0,0.335
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,3.0,0.327
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,4.0,0.311
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,5.0,0.279
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,6.0,0.245
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,7.0,0.214
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,8.0,0.198
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,10.0,0.178
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,12.0,0.168
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,14.0,0.162
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,16.0,0.158
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,18.0,0.155
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,24.0,0.149
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,30.0,0.145
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,36.0,0.142
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,43.0,0.139
2423,0.06,0.11,0.13282051282051283,0.2012820512820513,0.31538461538461543,0.5435897435897437,1.0,1.44,50.0,0.138
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,0.4,0.36
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,1.0,0.36
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,2.0,0.355
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,3.0,0.35
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,4.0,0.337
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,5.0,0.295
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,6.0,0.251
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,7.0,0.21
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,8.0,0.171
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,10.0,0.144
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,12.0,0.132
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,14.0,0.125
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,16.0,0.122
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,18.0,0.119
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,24.0,0.114
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,30.0,0.11
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,36.0,0.108
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,43.0,0.107
2424,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,50.0,0.105
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,0.4,0.353
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,1.0,0.353
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,2.0,0.351
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,3.0,0.345
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,4.0,0.33
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,5.0,0.302
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,6.0,0.228
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,7.0,0.171
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,8.0,0.15
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,10.0,0.124
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,12.0,0.112
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,14.0,0.106
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,16.0,0.102
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,18.0,0.1
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,24.0,0.096
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,30.0,0.093
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,36.0,0.09
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,43.0,0.088
2425,0.03,0.07,0.09384615384615386,0.1653846153846154,0.2846153846153846,0.523076923076923,1.0,1.46,50.0,0.071
2540,0.17,0.33916666666666667,0.35611111111111116,0.40694444444444444,0.4916666666666667,0.6611111111111112,1.0,1.811,0.0,0.27
2540,0.17,0.33916666666666667,0.35611111111111116,0.40694444444444444,0.4916666666666667,0.6611111111111112,1.0,1.811,1.0,0.266
2540,0.17,0.33916666666666667,0.35611111111111116,0.40694444444444444,0.4916666666666667,0.6611111111111112,1.0,1.811,3.0,0.253
2540,0.17,0.33916666666666667,0.35611111111111116,0.40694444444444444,0.4916666666666667,0.6611111111111112,1.0,1.811,5.0,0.246
2540,0.17,0.33916666666666667,0.35611111111111116,0.40694444444444444,0.4916666666666667,0.6611111111111112,1.0,1.811,10.0,0.236
2540,0.17,0.33916666666666667,0.35611111111111116,0.40694444444444444,0.4916666666666667,0.6611111111111112,1.0,1.811,15.0,0.228
2540,0.17,0.33916666666666667,0.35611111111111116,0.40694444444444444,0.4916666666666667,0.6611111111111112,1.0,1.811,20.0,0.222
2540,0.17,0.33916666666666667,0.35611111111111116,0.40694444444444444,0.4916666666666667,0.6611111111111112,1.0,1.811,30.0,0.213
2540,0.17,0.33916666666666667,0.35611111111111116,0.40694444444444444,0.4916666666666667,0.6611111111111112,1.0,1.811,500.0,0.14
2562,0.0,0.011,0.03635897435897435,0.11243589743589742,0.23923076923076922,0.49282051282051276,1.0,1.95,0.1,0.264
2562,0.0,0.011,0.03635897435897435,0.11243589743589742,0.23923076923076922,0.49282051282051276,1.0,1.95,1.0,0.24
2562,0.0,0.011,0.03635897435897435,0.11243589743589742,0.23923076923076922,0.49282051282051276,1.0,1.95,2.0,0.16
2562,0.0,0.011,0.03635897435897435,0.11243589743589742,0.23923076923076922,0.49282051282051276,1.0,1.95,4.0,0.083
2562,0.0,0.011,0.03635897435897435,0.11243589743589742,0.23923076923076922,0.49282051282051276,1.0,1.95,8.0,0.045
2562,0.0,0.011,0.03635897435897435,0.11243589743589742,0.23923076923076922,0.49282051282051276,1.0,1.95,16.0,0.04
2562,0.0,0.011,0.03635897435897435,0.11243589743589742,0.23923076923076922,0.49282051282051276,1.0,1.95,34.5,0.038
2562,0.0,0.011,0.03635897435897435,0.11243589743589742,0.23923076923076922,0.49282051282051276,1.0,1.95,69.0,0.035
2572,0.042,0.108,0.13087179487179487,0.19948717948717948,0.3138461538461539,0.5425641025641026,1.0,1.44,0.1,0.483
2572,0.042,0.108,0.13087179487179487,0.19948717948717948,0.3138461538461539,0.5425641025641026,1.0,1.44,0.5,0.452
2572,0.042,0.108,0.13087179487179487,0.19948717948717948,0.3138461538461539,0.5425641025641026,1.0,1.44,1.0,0.432
2572,0.042,0.108,0.13087179487179487,0.19948717948717948,0.3138461538461539,0.5425641025641026,1.0,1.44,2.0,0.378
2572,0.042,0.108,0.13087179487179487,0.19948717948717948,0.3138461538461539,0.5425641025641026,1.0,1.44,4.0,0.225
2572,0.042,0.108,0.13087179487179487,0.19948717948717948,0.3138461538461539,0.5425641025641026,1.0,1.44,8.0,0.171
2572,0.042,0.108,0.13087179487179487,0.19948717948717948,0.3138461538461539,0.5425641025641026,1.0,1.44,16.0,0.12
2572,0.042,0.108,0.13087179487179487,0.19948717948717948,0.3138461538461539,0.5425641025641026,1.0,1.44,34.5,0.103
2572,0.042,0.108,0.13087179487179487,0.19948717948717948,0.3138461538461539,0.5425641025641026,1.0,1.44,69.0,0.091
2573,0.053,0.125,0.14743589743589744,0.21474358974358976,0.3269230769230769,0.5512820512820513,1.0,1.44,0.1,0.45
2573,0.053,0.125,0.14743589743589744,0.21474358974358976,0.3269230769230769,0.5512820512820513,1.0,1.44,0.5,0.422
2573,0.053,0.125,0.14743589743589744,0.21474358974358976,0.3269230769230769,0.5512820512820513,1.0,1.44,1.0,0.412
2573,0.053,0.125,0.14743589743589744,0.21474358974358976,0.3269230769230769,0.5512820512820513,1.0,1.44,2.0,0.371
2573,0.053,0.125,0.14743589743589744,0.21474358974358976,0.3269230769230769,0.5512820512820513,1.0,1.44,4.0,0.203
2573,0.053,0.125,0.14743589743589744,0.21474358974358976,0.3269230769230769,0.5512820512820513,1.0,1.44,8.0,0.154
2573,0.053,0.125,0.14743589743589744,0.21474358974358976,0.3269230769230769,0.5512820512820513,1.0,1.44,16.0,0.112
2573,0.053,0.125,0.14743589743589744,0.21474358974358976,0.3269230769230769,0.5512820512820513,1.0,1.44,34.5,0.105
2573,0.053,0.125,0.14743589743589744,0.21474358974358976,0.3269230769230769,0.5512820512820513,1.0,1.44,69.0,0.093
2574,0.005,0.065,0.08897435897435899,0.1608974358974359,0.28076923076923077,0.5205128205128204,1.0,1.89,0.1,0.294
2574,0.005,0.065,0.08897435897435899,0.1608974358974359,0.28076923076923077,0.5205128205128204,1.0,1.89,1.0,0.252
2574,0.005,0.065,0.08897435897435899,0.1608974358974359,0.28076923076923077,0.5205128205128204,1.0,1.89,2.0,0.164
2574,0.005,0.065,0.08897435897435899,0.1608974358974359,0.28076923076923077,0.5205128205128204,1.0,1.89,4.0,0.105
2574,0.005,0.065,0.08897435897435899,0.1608974358974359,0.28076923076923077,0.5205128205128204,1.0,1.89,8.0,0.065
2584,0.003,0.073,0.09676923076923077,0.16807692307692307,0.28692307692307695,0.5246153846153846,1.0,1.92,0.1,0.286
2584,0.003,0.073,0.09676923076923077,0.16807692307692307,0.28692307692307695,0.5246153846153846,1.0,1.92,1.0,0.239
2584,0.003,0.073,0.09676923076923077,0.16807692307692307,0.28692307692307695,0.5246153846153846,1.0,1.92,2.0,0.185
2584,0.003,0.073,0.09676923076923077,0.16807692307692307,0.28692307692307695,0.5246153846153846,1.0,1.92,4.0,0.113
2584,0.003,0.073,0.09676923076923077,0.16807692307692307,0.28692307692307695,0.5246153846153846,1.0,1.92,8.0,0.085
3020,0.00425,0.138,0.914,0.967,0.978,0.996,1.0,1.21,0.0,0.449
3020,0.00425,0.138,0.914,0.967,0.978,0.996,1.0,1.21,10.0,0.291
3020,0.00425,0.138,0.914,0.967,0.978,0.996,1.0,1.21,30.0,0.214
3020,0.00425,0.138,0.914,0.967,0.978,0.996,1.0,1.21,50.0,0.206
3020,0.00425,0.138,0.914,0.967,0.978,0.996,1.0,1.21,95.0,0.195
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,1.0,0.3
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,1.5,0.3
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,2.0,0.3
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,2.4,0.3
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,2.5,0.272
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,2.5,0.263
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,2.6,0.25
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,2.6,0.24
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,2.8,0.221
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,2.9,0.201
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,3.1,0.181
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,3.2,0.161
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,3.5,0.142
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,3.6,0.122
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,3.7,0.102
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,3.8,0.083
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,4.0,0.048
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,4.4,0.022
3070,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.94,4.8,0.015
3080,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.965,3.4,0.411
3080,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.965,4.1,0.337
3080,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.965,4.3,0.29
3080,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.965,4.5,0.25
3080,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.965,4.5,0.221
3080,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.965,4.6,0.2
3080,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.965,4.7,0.19
3080,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.965,4.7,0.174
3080,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.965,4.8,0.164
3080,0.0,0.0,0.05361290322580647,0.916,0.9991904761904762,1.0,1.0,1.965,4.9,0.161
3132,0.044,0.099,0.19,0.68,0.978,0.999,1.0,1.51,1.0,0.298
3132,0.044,0.099,0.19,0.68,0.978,0.999,1.0,1.51,2.0,0.286
3132,0.044,0.099,0.19,0.68,0.978,0.999,1.0,1.51,4.0,0.193
3132,0.044,0.099,0.19,0.68,0.978,0.999,1.0,1.51,6.0,0.141
3132,0.044,0.099,0.19,0.68,0.978,0.999,1.0,1.51,8.0,0.113
3132,0.044,0.099,0.19,0.68,0.978,0.999,1.0,1.51,10.0,0.097
3132,0.044,0.099,0.19,0.68,0.978,0.999,1.0,1.51,12.0,0.089
3132,0.044,0.099,0.19,0.68,0.978,0.999,1.0,1.51,28.0,0.077
3132,0.044,0.099,0.19,0.68,0.978,0.999,1.0,1.51,34.0,0.067
3132,0.044,0.099,0.19,0.68,0.978,0.999,1.0,1.51,53.4,0.063
3132,0.044,0.099,0.19,0.68,0.978,0.999,1.0,1.51,83.4,0.062
3141,0.033,0.084,0.164,0.642,0.972,0.999,1.0,1.58,1.0,0.342
3141,0.033,0.084,0.164,0.642,0.972,0.999,1.0,1.58,2.0,0.328
3141,0.033,0.084,0.164,0.642,0.972,0.999,1.0,1.58,4.0,0.256
3141,0.033,0.084,0.164,0.642,0.972,0.999,1.0,1.58,6.0,0.203
3141,0.033,0.084,0.164,0.642,0.972,0.999,1.0,1.58,8.0,0.171
3141,0.033,0.084,0.164,0.642,0.972,0.999,1.0,1.58,10.0,0.15
3141,0.033,0.084,0.164,0.642,0.972,0.999,1.0,1.58,12.0,0.136
3141,0.033,0.084,0.164,0.642,0.972,0.999,1.0,1.58,28.0,0.115
3141,0.033,0.084,0.164,0.642,0.972,0.999,1.0,1.58,34.0,0.094
3141,0.033,0.084,0.164,0.642,0.972,0.999,1.0,1.58,53.4,0.085
3141,0.033,0.084,0.164,0.642,0.972,0.999,1.0,1.58,80.0,0.082
3142,0.035,0.077,0.166,0.664,0.975,1.0,1.0,1.56,1.0,0.362
3142,0.035,0.077,0.166,0.664,0.975,1.0,1.0,1.56,2.0,0.348
3142,0.035,0.077,0.166,0.664,0.975,1.0,1.0,1.56,4.0,0.224
3142,0.035,0.077,0.166,0.664,0.975,1.0,1.0,1.56,6.0,0.168
3142,0.035,0.077,0.166,0.664,0.975,1.0,1.0,1.56,8.0,0.137
3142,0.035,0.077,0.166,0.664,0.975,1.0,1.0,1.56,10.0,0.12
3142,0.035,0.077,0.166,0.664,0.975,1.0,1.0,1.56,12.0,0.11
3142,0.035,0.077,0.166,0.664,0.975,1.0,1.0,1.56,28.0,0.095
3142,0.035,0.077,0.166,0.664,0.975,1.0,1.0,1.56,34.0,0.079
3142,0.035,0.077,0.166,0.664,0.975,1.0,1.0,1.56,53.4,0.073
3142,0.035,0.077,0.166,0.664,0.975,1.0,1.0,1.56,80.0,0.067
3143,0.036,0.066,0.144,0.659,0.982,0.999,0.999,1.49,1.0,0.339
3143,0.036,0.066,0.144,0.659,0.982,0.999,0.999,1.49,2.0,0.33
3143,0.036,0.066,0.144,0.659,0.982,0.999,0.999,1.49,4.0,0.206
3143,0.036,0.066,0.144,0.659,0.982,0.999,0.999,1.49,6.0,0.134
3143,0.036,0.066,0.144,0.659,0.982,0.999,0.999,1.49,8.0,0.102
3143,0.036,0.066,0.144,0.659,0.982,0.999,0.999,1.49,10.0,0.085
3143,0.036,0.066,0.144,0.659,0.982,0.999,0.999,1.49,12.0,0.078
3143,0.036,0.066,0.144,0.659,0.982,0.999,0.999,1.49,28.0,0.067
3143,0.036,0.066,0.144,0.659,0.982,0.999,0.999,1.49,34.0,0.059
3143,0.036,0.066,0.144,0.659,0.982,0.999,0.999,1.49,53.4,0.056
3143,0.036,0.066,0.144,0.659,0.982,0.999,0.999,1.49,80.0,0.053
3144,0.011,0.052,0.118,0.63,0.988,1.002,1.002,1.57,1.0,0.343
3144,0.011,0.052,0.118,0.63,0.988,1.002,1.002,1.57,2.0,0.332
3144,0.011,0.052,0.118,0.63,0.988,1.002,1.002,1.57,4.0,0.223
3144,0.011,0.052,0.118,0.63,0.988,1.002,1.002,1.57,6.0,0.148
3144,0.011,0.052,0.118,0.63,0.988,1.002,1.002,1.57,8.0,0.114
3144,0.011,0.052,0.118,0.63,0.988,1.002,1.002,1.57,10.0,0.098
3144,0.011,0.052,0.118,0.63,0.988,1.002,1.002,1.57,12.0,0.09
3144,0.011,0.052,0.118,0.63,0.988,1.002,1.002,1.57,28.0,0.078
3144,0.011,0.052,0.118,0.63,0.988,1.002,1.002,1.57,34.0,0.067
3144,0.011,0.052,0.118,0.63,0.988,1.002,1.002,1.57,53.4,0.065
3144,0.011,0.052,0.118,0.63,0.988,1.002,1.002,1.57,80.0,0.064
3153,0.036,0.114,0.208,0.662,0.973,0.998,0.999,1.51,1.0,0.398
3153,0.036,0.114,0.208,0.662,0.973,0.998,0.999,1.51,2.0,0.382
3153,0.036,0.114,0.208,0.662,0.973,0.998,0.999,1.51,4.0,0.24
3153,0.036,0.114,0.208,0.662,0.973,0.998,0.999,1.51,6.0,0.181
3153,0.036,0.114,0.208,0.662,0.973,0.998,0.999,1.51,8.0,0.147
3153,0.036,0.114,0.208,0.662,0.973,0.998,0.999,1.51,10.0,0.129
3153,0.036,0.114,0.208,0.662,0.973,0.998,0.999,1.51,12.0,0.119
3153,0.036,0.114,0.208,0.662,0.973,0.998,0.999,1.51,18.0,0.099
3153,0.036,0.114,0.208,0.662,0.973,0.998,0.999,1.51,34.0,0.084
3153,0.036,0.114,0.208,0.662,0.973,0.998,0.999,1.51,53.4,0.078
3153,0.036,0.114,0.208,0.662,0.973,0.998,0.999,1.51,80.0,0.075
3154,0.045,0.109,0.193,0.69,0.981,0.999,1.0,1.53,1.0,0.403
3154,0.045,0.109,0.193,0.69,0.981,0.999,1.0,1.53,2.0,0.386
3154,0.045,0.109,0.193,0.69,0.981,0.999,1.0,1.53,4.0,0.267
3154,0.045,0.109,0.193,0.69,0.981,0.999,1.0,1.53,6.0,0.191
3154,0.045,0.109,0.193,0.69,0.981,0.999,1.0,1.53,8.0,0.151
3154,0.045,0.109,0.193,0.69,0.981,0.999,1.0,1.53,10.0,0.132
3154,0.045,0.109,0.193,0.69,0.981,0.999,1.0,1.53,12.0,0.113
3154,0.045,0.109,0.193,0.69,0.981,0.999,1.0,1.53,18.0,0.096
3154,0.045,0.109,0.193,0.69,0.981,0.999,1.0,1.53,34.0,0.078
3154,0.045,0.109,0.193,0.69,0.981,0.999,1.0,1.53,53.4,0.071
3154,0.045,0.109,0.193,0.69,0.981,0.999,1.0,1.53,80.0,0.067
3155,0.034,0.078,0.151,0.584,0.966,0.998,0.998,1.53,1.0,0.369
3155,0.034,0.078,0.151,0.584,0.966,0.998,0.998,1.53,2.0,0.355
3155,0.034,0.078,0.151,0.584,0.966,0.998,0.998,1.53,4.0,0.207
3155,0.034,0.078,0.151,0.584,0.966,0.998,0.998,1.53,6.0,0.14
3155,0.034,0.078,0.151,0.584,0.966,0.998,0.998,1.53,8.0,0.109
3155,0.034,0.078,0.151,0.584,0.966,0.998,0.998,1.53,10.0,0.095
3155,0.034,0.078,0.151,0.584,0.966,0.998,0.998,1.53,12.0,0.088
3155,0.034,0.078,0.151,0.584,0.966,0.998,0.998,1.53,18.0,0.079
3155,0.034,0.078,0.151,0.584,0.966,0.998,0.998,1.53,34.0,0.07
3155,0.034,0.078,0.151,0.584,0.966,0.998,0.998,1.53,53.4,0.066
3155,0.034,0.078,0.151,0.584,0.966,0.998,0.998,1.53,80.0,0.063
3162,0.03,0.119,0.358,0.832,0.963,0.999,1.0,1.49,2.4,0.394
3162,0.03,0.119,0.358,0.832,0.963,0.999,1.0,1.49,4.0,0.355
3162,0.03,0.119,0.358,0.832,0.963,0.999,1.0,1.49,5.0,0.281
3162,0.03,0.119,0.358,0.832,0.963,0.999,1.0,1.49,6.2,0.235
3162,0.03,0.119,0.358,0.832,0.963,0.999,1.0,1.49,7.0,0.204
3162,0.03,0.119,0.358,0.832,0.963,0.999,1.0,1.49,8.2,0.173
3162,0.03,0.119,0.358,0.832,0.963,0.999,1.0,1.49,9.8,0.153
3162,0.03,0.119,0.358,0.832,0.963,0.999,1.0,1.49,15.0,0.121
