particle_fraction,theta_sat,horizon,particle_size,family,OM_content,bulk_density,pH,location,code,keyword,avetemp_jan,avetemp_jul,date,depth_lower,theta,annual_rain,texture,particle_density,porosity,series,preshead,k_sat,depth_upper
0.1,,Ap,2.0,Typic Hapludalf,1.58,1.54,,"Lubbeek (Leuven), Belgium",4040,undisturbed,2.7,16.8,Nov-85,30.0,,79.0,silt loam,,,Lubbeek,,442.0,0.0
0.175,,Ap,10.0,Typic Hapludalf,1.58,1.54,,"Lubbeek (Leuven), Belgium",4040,undisturbed,2.7,16.8,Nov-85,30.0,,79.0,silt loam,,,Lubbeek,,442.0,0.0
0.31,,Ap,20.0,Typic Hapludalf,1.58,1.54,,"Lubbeek (Leuven), Belgium",4040,undisturbed,2.7,16.8,Nov-85,30.0,,79.0,silt loam,,,Lubbeek,,442.0,0.0
0.75,,Ap,50.0,Typic Hapludalf,1.58,1.54,,"Lubbeek (Leuven), Belgium",4040,undisturbed,2.7,16.8,Nov-85,30.0,,79.0,silt loam,,,Lubbeek,,442.0,0.0
0.887,,Ap,100.0,Typic Hapludalf,1.58,1.54,,"Lubbeek (Leuven), Belgium",4040,undisturbed,2.7,16.8,Nov-85,30.0,,79.0,silt loam,,,Lubbeek,,442.0,0.0
0.98,,Ap,200.0,Typic Hapludalf,1.58,1.54,,"Lubbeek (Leuven), Belgium",4040,undisturbed,2.7,16.8,Nov-85,30.0,,79.0,silt loam,,,Lubbeek,,442.0,0.0
0.997,,Ap,500.0,Typic Hapludalf,1.58,1.54,,"Lubbeek (Leuven), Belgium",4040,undisturbed,2.7,16.8,Nov-85,30.0,,79.0,silt loam,,,Lubbeek,,442.0,0.0
0.99,,Ap,1000.0,Typic Hapludalf,1.58,1.54,,"Lubbeek (Leuven), Belgium",4040,undisturbed,2.7,16.8,Nov-85,30.0,,79.0,silt loam,,,Lubbeek,,442.0,0.0
1.0,,Ap,2000.0,Typic Hapludalf,1.58,1.54,,"Lubbeek (Leuven), Belgium",4040,undisturbed,2.7,16.8,Nov-85,30.0,,79.0,silt loam,,,Lubbeek,,442.0,0.0
0.115,,B2t,2.0,Typic Hapludalf,0.73,1.54,,"Lubbeek (Leuven), Belgium",4041,undisturbed,2.7,16.8,Nov-85,50.0,,79.0,silt loam,,,Lubbeek,,24.1,30.0
0.183,,B2t,10.0,Typic Hapludalf,0.73,1.54,,"Lubbeek (Leuven), Belgium",4041,undisturbed,2.7,16.8,Nov-85,50.0,,79.0,silt loam,,,Lubbeek,,24.1,30.0
0.318,,B2t,20.0,Typic Hapludalf,0.73,1.54,,"Lubbeek (Leuven), Belgium",4041,undisturbed,2.7,16.8,Nov-85,50.0,,79.0,silt loam,,,Lubbeek,,24.1,30.0
0.762,,B2t,50.0,Typic Hapludalf,0.73,1.54,,"Lubbeek (Leuven), Belgium",4041,undisturbed,2.7,16.8,Nov-85,50.0,,79.0,silt loam,,,Lubbeek,,24.1,30.0
0.901,,B2t,100.0,Typic Hapludalf,0.73,1.54,,"Lubbeek (Leuven), Belgium",4041,undisturbed,2.7,16.8,Nov-85,50.0,,79.0,silt loam,,,Lubbeek,,24.1,30.0
0.985,,B2t,200.0,Typic Hapludalf,0.73,1.54,,"Lubbeek (Leuven), Belgium",4041,undisturbed,2.7,16.8,Nov-85,50.0,,79.0,silt loam,,,Lubbeek,,24.1,30.0
0.998,,B2t,500.0,Typic Hapludalf,0.73,1.54,,"Lubbeek (Leuven), Belgium",4041,undisturbed,2.7,16.8,Nov-85,50.0,,79.0,silt loam,,,Lubbeek,,24.1,30.0
0.999,,B2t,1000.0,Typic Hapludalf,0.73,1.54,,"Lubbeek (Leuven), Belgium",4041,undisturbed,2.7,16.8,Nov-85,50.0,,79.0,silt loam,,,Lubbeek,,24.1,30.0
1.0,,B2t,2000.0,Typic Hapludalf,0.73,1.54,,"Lubbeek (Leuven), Belgium",4041,undisturbed,2.7,16.8,Nov-85,50.0,,79.0,silt loam,,,Lubbeek,,24.1,30.0
0.115,,B3,2.0,Typic Hapludalf,0.34,1.5,,"Lubbeek (Leuven), Belgium",4042,undisturbed,2.7,16.8,Nov-85,70.0,,79.0,silt loam,,,Lubbeek,,138.0,50.0
0.215,,B3,10.0,Typic Hapludalf,0.34,1.5,,"Lubbeek (Leuven), Belgium",4042,undisturbed,2.7,16.8,Nov-85,70.0,,79.0,silt loam,,,Lubbeek,,138.0,50.0
0.358,,B3,20.0,Typic Hapludalf,0.34,1.5,,"Lubbeek (Leuven), Belgium",4042,undisturbed,2.7,16.8,Nov-85,70.0,,79.0,silt loam,,,Lubbeek,,138.0,50.0
0.775,,B3,50.0,Typic Hapludalf,0.34,1.5,,"Lubbeek (Leuven), Belgium",4042,undisturbed,2.7,16.8,Nov-85,70.0,,79.0,silt loam,,,Lubbeek,,138.0,50.0
0.935,,B3,100.0,Typic Hapludalf,0.34,1.5,,"Lubbeek (Leuven), Belgium",4042,undisturbed,2.7,16.8,Nov-85,70.0,,79.0,silt loam,,,Lubbeek,,138.0,50.0
0.986,,B3,200.0,Typic Hapludalf,0.34,1.5,,"Lubbeek (Leuven), Belgium",4042,undisturbed,2.7,16.8,Nov-85,70.0,,79.0,silt loam,,,Lubbeek,,138.0,50.0
0.996,,B3,500.0,Typic Hapludalf,0.34,1.5,,"Lubbeek (Leuven), Belgium",4042,undisturbed,2.7,16.8,Nov-85,70.0,,79.0,silt loam,,,Lubbeek,,138.0,50.0
0.999,,B3,1000.0,Typic Hapludalf,0.34,1.5,,"Lubbeek (Leuven), Belgium",4042,undisturbed,2.7,16.8,Nov-85,70.0,,79.0,silt loam,,,Lubbeek,,138.0,50.0
1.0,,B3,2000.0,Typic Hapludalf,0.34,1.5,,"Lubbeek (Leuven), Belgium",4042,undisturbed,2.7,16.8,Nov-85,70.0,,79.0,silt loam,,,Lubbeek,,138.0,50.0
0.17,,C,2.0,Typic Hapludalf,0.46,1.53,,"Lubbeek (Leuven), Belgium",4043,undisturbed,2.7,16.8,Nov-85,,,79.0,silt loam,,,Lubbeek,,123.0,
0.24,,C,10.0,Typic Hapludalf,0.46,1.53,,"Lubbeek (Leuven), Belgium",4043,undisturbed,2.7,16.8,Nov-85,,,79.0,silt loam,,,Lubbeek,,123.0,
0.37,,C,20.0,Typic Hapludalf,0.46,1.53,,"Lubbeek (Leuven), Belgium",4043,undisturbed,2.7,16.8,Nov-85,,,79.0,silt loam,,,Lubbeek,,123.0,
0.756,,C,50.0,Typic Hapludalf,0.46,1.53,,"Lubbeek (Leuven), Belgium",4043,undisturbed,2.7,16.8,Nov-85,,,79.0,silt loam,,,Lubbeek,,123.0,
0.967,,C,100.0,Typic Hapludalf,0.46,1.53,,"Lubbeek (Leuven), Belgium",4043,undisturbed,2.7,16.8,Nov-85,,,79.0,silt loam,,,Lubbeek,,123.0,
0.993,,C,200.0,Typic Hapludalf,0.46,1.53,,"Lubbeek (Leuven), Belgium",4043,undisturbed,2.7,16.8,Nov-85,,,79.0,silt loam,,,Lubbeek,,123.0,
0.998,,C,500.0,Typic Hapludalf,0.46,1.53,,"Lubbeek (Leuven), Belgium",4043,undisturbed,2.7,16.8,Nov-85,,,79.0,silt loam,,,Lubbeek,,123.0,
1.0,,C,1000.0,Typic Hapludalf,0.46,1.53,,"Lubbeek (Leuven), Belgium",4043,undisturbed,2.7,16.8,Nov-85,,,79.0,silt loam,,,Lubbeek,,123.0,
1.0,,C,2000.0,Typic Hapludalf,0.46,1.53,,"Lubbeek (Leuven), Belgium",4043,undisturbed,2.7,16.8,Nov-85,,,79.0,silt loam,,,Lubbeek,,123.0,
0.025,,A2,2.0,Typic Haplorthod,3.26,1.27,,"Beerse, Belgium",4050,undisturbed,3.0,17.5,Nov-85,12.0,,86.7,loamy sand,,,Beerse podzol I,,231.0,0.0
0.045,,A2,10.0,Typic Haplorthod,3.26,1.27,,"Beerse, Belgium",4050,undisturbed,3.0,17.5,Nov-85,12.0,,86.7,loamy sand,,,Beerse podzol I,,231.0,0.0
0.06,,A2,20.0,Typic Haplorthod,3.26,1.27,,"Beerse, Belgium",4050,undisturbed,3.0,17.5,Nov-85,12.0,,86.7,loamy sand,,,Beerse podzol I,,231.0,0.0
0.161,,A2,50.0,Typic Haplorthod,3.26,1.27,,"Beerse, Belgium",4050,undisturbed,3.0,17.5,Nov-85,12.0,,86.7,loamy sand,,,Beerse podzol I,,231.0,0.0
0.343,,A2,100.0,Typic Haplorthod,3.26,1.27,,"Beerse, Belgium",4050,undisturbed,3.0,17.5,Nov-85,12.0,,86.7,loamy sand,,,Beerse podzol I,,231.0,0.0
0.767,,A2,200.0,Typic Haplorthod,3.26,1.27,,"Beerse, Belgium",4050,undisturbed,3.0,17.5,Nov-85,12.0,,86.7,loamy sand,,,Beerse podzol I,,231.0,0.0
0.989,,A2,500.0,Typic Haplorthod,3.26,1.27,,"Beerse, Belgium",4050,undisturbed,3.0,17.5,Nov-85,12.0,,86.7,loamy sand,,,Beerse podzol I,,231.0,0.0
0.997,,A2,1000.0,Typic Haplorthod,3.26,1.27,,"Beerse, Belgium",4050,undisturbed,3.0,17.5,Nov-85,12.0,,86.7,loamy sand,,,Beerse podzol I,,231.0,0.0
1.0,,A2,2000.0,Typic Haplorthod,3.26,1.27,,"Beerse, Belgium",4050,undisturbed,3.0,17.5,Nov-85,12.0,,86.7,loamy sand,,,Beerse podzol I,,231.0,0.0
0.028,,Bh,2.0,Typic Haplorthod,0.65,1.44,,"Beerse, Belgium",4051,undisturbed,3.0,17.5,Nov-85,26.0,,86.7,sand,,,Beerse podzol I,,338.7,12.0
0.033,,Bh,10.0,Typic Haplorthod,0.65,1.44,,"Beerse, Belgium",4051,undisturbed,3.0,17.5,Nov-85,26.0,,86.7,sand,,,Beerse podzol I,,338.7,12.0
0.035,,Bh,20.0,Typic Haplorthod,0.65,1.44,,"Beerse, Belgium",4051,undisturbed,3.0,17.5,Nov-85,26.0,,86.7,sand,,,Beerse podzol I,,338.7,12.0
0.092,,Bh,50.0,Typic Haplorthod,0.65,1.44,,"Beerse, Belgium",4051,undisturbed,3.0,17.5,Nov-85,26.0,,86.7,sand,,,Beerse podzol I,,338.7,12.0
0.258,,Bh,100.0,Typic Haplorthod,0.65,1.44,,"Beerse, Belgium",4051,undisturbed,3.0,17.5,Nov-85,26.0,,86.7,sand,,,Beerse podzol I,,338.7,12.0
0.742,,Bh,200.0,Typic Haplorthod,0.65,1.44,,"Beerse, Belgium",4051,undisturbed,3.0,17.5,Nov-85,26.0,,86.7,sand,,,Beerse podzol I,,338.7,12.0
0.993,,Bh,500.0,Typic Haplorthod,0.65,1.44,,"Beerse, Belgium",4051,undisturbed,3.0,17.5,Nov-85,26.0,,86.7,sand,,,Beerse podzol I,,338.7,12.0
0.999,,Bh,1000.0,Typic Haplorthod,0.65,1.44,,"Beerse, Belgium",4051,undisturbed,3.0,17.5,Nov-85,26.0,,86.7,sand,,,Beerse podzol I,,338.7,12.0
1.001,,Bh,2000.0,Typic Haplorthod,0.65,1.44,,"Beerse, Belgium",4051,undisturbed,3.0,17.5,Nov-85,26.0,,86.7,sand,,,Beerse podzol I,,338.7,12.0
0.02,,C,2.0,Typic Haplorthod,0.18,1.6,,"Beerse, Belgium",4052,undisturbed,3.0,17.5,Nov-85,70.0,,86.7,sand,,,Beerse podzol I,,121.7,26.0
0.025,,C,10.0,Typic Haplorthod,0.18,1.6,,"Beerse, Belgium",4052,undisturbed,3.0,17.5,Nov-85,70.0,,86.7,sand,,,Beerse podzol I,,121.7,26.0
0.023,,C,20.0,Typic Haplorthod,0.18,1.6,,"Beerse, Belgium",4052,undisturbed,3.0,17.5,Nov-85,70.0,,86.7,sand,,,Beerse podzol I,,121.7,26.0
0.105,,C,50.0,Typic Haplorthod,0.18,1.6,,"Beerse, Belgium",4052,undisturbed,3.0,17.5,Nov-85,70.0,,86.7,sand,,,Beerse podzol I,,121.7,26.0
0.32,,C,100.0,Typic Haplorthod,0.18,1.6,,"Beerse, Belgium",4052,undisturbed,3.0,17.5,Nov-85,70.0,,86.7,sand,,,Beerse podzol I,,121.7,26.0
0.779,,C,200.0,Typic Haplorthod,0.18,1.6,,"Beerse, Belgium",4052,undisturbed,3.0,17.5,Nov-85,70.0,,86.7,sand,,,Beerse podzol I,,121.7,26.0
0.988,,C,500.0,Typic Haplorthod,0.18,1.6,,"Beerse, Belgium",4052,undisturbed,3.0,17.5,Nov-85,70.0,,86.7,sand,,,Beerse podzol I,,121.7,26.0
0.999,,C,1000.0,Typic Haplorthod,0.18,1.6,,"Beerse, Belgium",4052,undisturbed,3.0,17.5,Nov-85,70.0,,86.7,sand,,,Beerse podzol I,,121.7,26.0
1.0,,C,2000.0,Typic Haplorthod,0.18,1.6,,"Beerse, Belgium",4052,undisturbed,3.0,17.5,Nov-85,70.0,,86.7,sand,,,Beerse podzol I,,121.7,26.0
0.033,,Ap,2.0,Arenic Haplohumod,2.59,1.49,,"Beerse (Antwerp), Belgium",4060,undisturbed,3.0,17.5,Nov-85,20.0,,86.7,sand,,,Beerse podzol II,,3.0,0.0
0.035,,Ap,10.0,Arenic Haplohumod,2.59,1.49,,"Beerse (Antwerp), Belgium",4060,undisturbed,3.0,17.5,Nov-85,20.0,,86.7,sand,,,Beerse podzol II,,3.0,0.0
0.04,,Ap,20.0,Arenic Haplohumod,2.59,1.49,,"Beerse (Antwerp), Belgium",4060,undisturbed,3.0,17.5,Nov-85,20.0,,86.7,sand,,,Beerse podzol II,,3.0,0.0
0.121,,Ap,50.0,Arenic Haplohumod,2.59,1.49,,"Beerse (Antwerp), Belgium",4060,undisturbed,3.0,17.5,Nov-85,20.0,,86.7,sand,,,Beerse podzol II,,3.0,0.0
0.293,,Ap,100.0,Arenic Haplohumod,2.59,1.49,,"Beerse (Antwerp), Belgium",4060,undisturbed,3.0,17.5,Nov-85,20.0,,86.7,sand,,,Beerse podzol II,,3.0,0.0
0.749,,Ap,200.0,Arenic Haplohumod,2.59,1.49,,"Beerse (Antwerp), Belgium",4060,undisturbed,3.0,17.5,Nov-85,20.0,,86.7,sand,,,Beerse podzol II,,3.0,0.0
0.992,,Ap,500.0,Arenic Haplohumod,2.59,1.49,,"Beerse (Antwerp), Belgium",4060,undisturbed,3.0,17.5,Nov-85,20.0,,86.7,sand,,,Beerse podzol II,,3.0,0.0
0.999,,Ap,1000.0,Arenic Haplohumod,2.59,1.49,,"Beerse (Antwerp), Belgium",4060,undisturbed,3.0,17.5,Nov-85,20.0,,86.7,sand,,,Beerse podzol II,,3.0,0.0
1.0,,Ap,2000.0,Arenic Haplohumod,2.59,1.49,,"Beerse (Antwerp), Belgium",4060,undisturbed,3.0,17.5,Nov-85,20.0,,86.7,sand,,,Beerse podzol II,,3.0,0.0
0.035,,A2,2.0,Arenic Haplohumod,0.36,1.68,,"Beerse (Antwerp), Belgium",4061,undisturbed,3.0,17.5,Nov-85,40.0,,86.7,sand,,,Beerse podzol II,,30.9,20.0
0.035,,A2,10.0,Arenic Haplohumod,0.36,1.68,,"Beerse (Antwerp), Belgium",4061,undisturbed,3.0,17.5,Nov-85,40.0,,86.7,sand,,,Beerse podzol II,,30.9,20.0
0.035,,A2,20.0,Arenic Haplohumod,0.36,1.68,,"Beerse (Antwerp), Belgium",4061,undisturbed,3.0,17.5,Nov-85,40.0,,86.7,sand,,,Beerse podzol II,,30.9,20.0
0.045,,A2,50.0,Arenic Haplohumod,0.36,1.68,,"Beerse (Antwerp), Belgium",4061,undisturbed,3.0,17.5,Nov-85,40.0,,86.7,sand,,,Beerse podzol II,,30.9,20.0
0.255,,A2,100.0,Arenic Haplohumod,0.36,1.68,,"Beerse (Antwerp), Belgium",4061,undisturbed,3.0,17.5,Nov-85,40.0,,86.7,sand,,,Beerse podzol II,,30.9,20.0
0.82,,A2,200.0,Arenic Haplohumod,0.36,1.68,,"Beerse (Antwerp), Belgium",4061,undisturbed,3.0,17.5,Nov-85,40.0,,86.7,sand,,,Beerse podzol II,,30.9,20.0
0.997,,A2,500.0,Arenic Haplohumod,0.36,1.68,,"Beerse (Antwerp), Belgium",4061,undisturbed,3.0,17.5,Nov-85,40.0,,86.7,sand,,,Beerse podzol II,,30.9,20.0
1.0,,A2,1000.0,Arenic Haplohumod,0.36,1.68,,"Beerse (Antwerp), Belgium",4061,undisturbed,3.0,17.5,Nov-85,40.0,,86.7,sand,,,Beerse podzol II,,30.9,20.0
1.0,,A2,2000.0,Arenic Haplohumod,0.36,1.68,,"Beerse (Antwerp), Belgium",4061,undisturbed,3.0,17.5,Nov-85,40.0,,86.7,sand,,,Beerse podzol II,,30.9,20.0
0.055,,Bh,2.0,Arenic Haplohumod,0.32,1.68,,"Beerse (Antwerp), Belgium",4062,undisturbed,3.0,17.5,Nov-85,85.0,,86.7,loamy sand,,,Beerse podzol II,,13.0,65.0
0.065,,Bh,10.0,Arenic Haplohumod,0.32,1.68,,"Beerse (Antwerp), Belgium",4062,undisturbed,3.0,17.5,Nov-85,85.0,,86.7,loamy sand,,,Beerse podzol II,,13.0,65.0
0.08,,Bh,20.0,Arenic Haplohumod,0.32,1.68,,"Beerse (Antwerp), Belgium",4062,undisturbed,3.0,17.5,Nov-85,85.0,,86.7,loamy sand,,,Beerse podzol II,,13.0,65.0
0.145,,Bh,50.0,Arenic Haplohumod,0.32,1.68,,"Beerse (Antwerp), Belgium",4062,undisturbed,3.0,17.5,Nov-85,85.0,,86.7,loamy sand,,,Beerse podzol II,,13.0,65.0
0.476,,Bh,100.0,Arenic Haplohumod,0.32,1.68,,"Beerse (Antwerp), Belgium",4062,undisturbed,3.0,17.5,Nov-85,85.0,,86.7,loamy sand,,,Beerse podzol II,,13.0,65.0
0.894,,Bh,200.0,Arenic Haplohumod,0.32,1.68,,"Beerse (Antwerp), Belgium",4062,undisturbed,3.0,17.5,Nov-85,85.0,,86.7,loamy sand,,,Beerse podzol II,,13.0,65.0
0.998,,Bh,500.0,Arenic Haplohumod,0.32,1.68,,"Beerse (Antwerp), Belgium",4062,undisturbed,3.0,17.5,Nov-85,85.0,,86.7,loamy sand,,,Beerse podzol II,,13.0,65.0
1.0,,Bh,1000.0,Arenic Haplohumod,0.32,1.68,,"Beerse (Antwerp), Belgium",4062,undisturbed,3.0,17.5,Nov-85,85.0,,86.7,loamy sand,,,Beerse podzol II,,13.0,65.0
1.0,,Bh,2000.0,Arenic Haplohumod,0.32,1.68,,"Beerse (Antwerp), Belgium",4062,undisturbed,3.0,17.5,Nov-85,85.0,,86.7,loamy sand,,,Beerse podzol II,,13.0,65.0
0.105,,Ap,2.0,Glossic Hapludalf,1.49,1.51,,"Humbeek (Brussels), Belgium",4070,undisturbed,3.0,19.0,3/19/1986,30.0,,83.5,silt loam,,,Humbeek,,29.1,0.0
0.16,,Ap,10.0,Glossic Hapludalf,1.49,1.51,,"Humbeek (Brussels), Belgium",4070,undisturbed,3.0,19.0,3/19/1986,30.0,,83.5,silt loam,,,Humbeek,,29.1,0.0
0.26,,Ap,20.0,Glossic Hapludalf,1.49,1.51,,"Humbeek (Brussels), Belgium",4070,undisturbed,3.0,19.0,3/19/1986,30.0,,83.5,silt loam,,,Humbeek,,29.1,0.0
0.652,,Ap,50.0,Glossic Hapludalf,1.49,1.51,,"Humbeek (Brussels), Belgium",4070,undisturbed,3.0,19.0,3/19/1986,30.0,,83.5,silt loam,,,Humbeek,,29.1,0.0
0.892,,Ap,100.0,Glossic Hapludalf,1.49,1.51,,"Humbeek (Brussels), Belgium",4070,undisturbed,3.0,19.0,3/19/1986,30.0,,83.5,silt loam,,,Humbeek,,29.1,0.0
0.971,,Ap,200.0,Glossic Hapludalf,1.49,1.51,,"Humbeek (Brussels), Belgium",4070,undisturbed,3.0,19.0,3/19/1986,30.0,,83.5,silt loam,,,Humbeek,,29.1,0.0
0.995,,Ap,500.0,Glossic Hapludalf,1.49,1.51,,"Humbeek (Brussels), Belgium",4070,undisturbed,3.0,19.0,3/19/1986,30.0,,83.5,silt loam,,,Humbeek,,29.1,0.0
0.999,,Ap,1000.0,Glossic Hapludalf,1.49,1.51,,"Humbeek (Brussels), Belgium",4070,undisturbed,3.0,19.0,3/19/1986,30.0,,83.5,silt loam,,,Humbeek,,29.1,0.0
1.0,,Ap,2000.0,Glossic Hapludalf,1.49,1.51,,"Humbeek (Brussels), Belgium",4070,undisturbed,3.0,19.0,3/19/1986,30.0,,83.5,silt loam,,,Humbeek,,29.1,0.0
0.098,,B2t,2.0,Glossic Hapludalf,0.42,1.47,,"Humbeek (Brussels), Belgium",4071,undisturbed,3.0,19.0,3/19/1986,60.0,,83.5,silt loam,,,Humbeek,,92.9,40.0
0.225,,B2t,10.0,Glossic Hapludalf,0.42,1.47,,"Humbeek (Brussels), Belgium",4071,undisturbed,3.0,19.0,3/19/1986,60.0,,83.5,silt loam,,,Humbeek,,92.9,40.0
0.348,,B2t,20.0,Glossic Hapludalf,0.42,1.47,,"Humbeek (Brussels), Belgium",4071,undisturbed,3.0,19.0,3/19/1986,60.0,,83.5,silt loam,,,Humbeek,,92.9,40.0
0.725,,B2t,50.0,Glossic Hapludalf,0.42,1.47,,"Humbeek (Brussels), Belgium",4071,undisturbed,3.0,19.0,3/19/1986,60.0,,83.5,silt loam,,,Humbeek,,92.9,40.0
0.947,,B2t,100.0,Glossic Hapludalf,0.42,1.47,,"Humbeek (Brussels), Belgium",4071,undisturbed,3.0,19.0,3/19/1986,60.0,,83.5,silt loam,,,Humbeek,,92.9,40.0
0.988,,B2t,200.0,Glossic Hapludalf,0.42,1.47,,"Humbeek (Brussels), Belgium",4071,undisturbed,3.0,19.0,3/19/1986,60.0,,83.5,silt loam,,,Humbeek,,92.9,40.0
0.998,,B2t,500.0,Glossic Hapludalf,0.42,1.47,,"Humbeek (Brussels), Belgium",4071,undisturbed,3.0,19.0,3/19/1986,60.0,,83.5,silt loam,,,Humbeek,,92.9,40.0
0.999,,B2t,1000.0,Glossic Hapludalf,0.42,1.47,,"Humbeek (Brussels), Belgium",4071,undisturbed,3.0,19.0,3/19/1986,60.0,,83.5,silt loam,,,Humbeek,,92.9,40.0
1.0,,B2t,2000.0,Glossic Hapludalf,0.42,1.47,,"Humbeek (Brussels), Belgium",4071,undisturbed,3.0,19.0,3/19/1986,60.0,,83.5,silt loam,,,Humbeek,,92.9,40.0
0.15,,Ap,2.0,Typic Hapludalf,1.6,1.44,,"Edingen, Belgium",4080,undisturbed,3.5,17.0,3/21/1986,25.0,,78.8,silt loam,,,Edingen I,,318.0,0.0
0.253,,Ap,10.0,Typic Hapludalf,1.6,1.44,,"Edingen, Belgium",4080,undisturbed,3.5,17.0,3/21/1986,25.0,,78.8,silt loam,,,Edingen I,,318.0,0.0
0.413,,Ap,20.0,Typic Hapludalf,1.6,1.44,,"Edingen, Belgium",4080,undisturbed,3.5,17.0,3/21/1986,25.0,,78.8,silt loam,,,Edingen I,,318.0,0.0
0.866,,Ap,50.0,Typic Hapludalf,1.6,1.44,,"Edingen, Belgium",4080,undisturbed,3.5,17.0,3/21/1986,25.0,,78.8,silt loam,,,Edingen I,,318.0,0.0
0.959,,Ap,100.0,Typic Hapludalf,1.6,1.44,,"Edingen, Belgium",4080,undisturbed,3.5,17.0,3/21/1986,25.0,,78.8,silt loam,,,Edingen I,,318.0,0.0
0.969,,Ap,200.0,Typic Hapludalf,1.6,1.44,,"Edingen, Belgium",4080,undisturbed,3.5,17.0,3/21/1986,25.0,,78.8,silt loam,,,Edingen I,,318.0,0.0
0.986,,Ap,500.0,Typic Hapludalf,1.6,1.44,,"Edingen, Belgium",4080,undisturbed,3.5,17.0,3/21/1986,25.0,,78.8,silt loam,,,Edingen I,,318.0,0.0
0.996,,Ap,1000.0,Typic Hapludalf,1.6,1.44,,"Edingen, Belgium",4080,undisturbed,3.5,17.0,3/21/1986,25.0,,78.8,silt loam,,,Edingen I,,318.0,0.0
1.0,,Ap,2000.0,Typic Hapludalf,1.6,1.44,,"Edingen, Belgium",4080,undisturbed,3.5,17.0,3/21/1986,25.0,,78.8,silt loam,,,Edingen I,,318.0,0.0
0.17,,B2g,2.0,Typic Hapludalf,0.5,1.51,,"Edingen, Belgium",4081,undisturbed,3.5,17.0,3/21/1986,60.0,,78.8,silt loam,,,Edingen I,,,40.0
0.27,,B2g,10.0,Typic Hapludalf,0.5,1.51,,"Edingen, Belgium",4081,undisturbed,3.5,17.0,3/21/1986,60.0,,78.8,silt loam,,,Edingen I,,,40.0
0.425,,B2g,20.0,Typic Hapludalf,0.5,1.51,,"Edingen, Belgium",4081,undisturbed,3.5,17.0,3/21/1986,60.0,,78.8,silt loam,,,Edingen I,,,40.0
0.917,,B2g,50.0,Typic Hapludalf,0.5,1.51,,"Edingen, Belgium",4081,undisturbed,3.5,17.0,3/21/1986,60.0,,78.8,silt loam,,,Edingen I,,,40.0
0.99,,B2g,100.0,Typic Hapludalf,0.5,1.51,,"Edingen, Belgium",4081,undisturbed,3.5,17.0,3/21/1986,60.0,,78.8,silt loam,,,Edingen I,,,40.0
0.994,,B2g,200.0,Typic Hapludalf,0.5,1.51,,"Edingen, Belgium",4081,undisturbed,3.5,17.0,3/21/1986,60.0,,78.8,silt loam,,,Edingen I,,,40.0
0.997,,B2g,500.0,Typic Hapludalf,0.5,1.51,,"Edingen, Belgium",4081,undisturbed,3.5,17.0,3/21/1986,60.0,,78.8,silt loam,,,Edingen I,,,40.0
0.999,,B2g,1000.0,Typic Hapludalf,0.5,1.51,,"Edingen, Belgium",4081,undisturbed,3.5,17.0,3/21/1986,60.0,,78.8,silt loam,,,Edingen I,,,40.0
1.0,,B2g,2000.0,Typic Hapludalf,0.5,1.51,,"Edingen, Belgium",4081,undisturbed,3.5,17.0,3/21/1986,60.0,,78.8,silt loam,,,Edingen I,,,40.0
0.155,,B3,2.0,Typic Hapludalf,0.2,1.49,,"Edingen, Belgium",4082,undisturbed,3.5,17.0,3/21/1986,90.0,,78.8,silt loam,,,Edingen I,,90.1,60.0
0.278,,B3,10.0,Typic Hapludalf,0.2,1.49,,"Edingen, Belgium",4082,undisturbed,3.5,17.0,3/21/1986,90.0,,78.8,silt loam,,,Edingen I,,90.1,60.0
0.42,,B3,20.0,Typic Hapludalf,0.2,1.49,,"Edingen, Belgium",4082,undisturbed,3.5,17.0,3/21/1986,90.0,,78.8,silt loam,,,Edingen I,,90.1,60.0
0.923,,B3,50.0,Typic Hapludalf,0.2,1.49,,"Edingen, Belgium",4082,undisturbed,3.5,17.0,3/21/1986,90.0,,78.8,silt loam,,,Edingen I,,90.1,60.0
0.988,,B3,100.0,Typic Hapludalf,0.2,1.49,,"Edingen, Belgium",4082,undisturbed,3.5,17.0,3/21/1986,90.0,,78.8,silt loam,,,Edingen I,,90.1,60.0
0.993,,B3,200.0,Typic Hapludalf,0.2,1.49,,"Edingen, Belgium",4082,undisturbed,3.5,17.0,3/21/1986,90.0,,78.8,silt loam,,,Edingen I,,90.1,60.0
0.997,,B3,500.0,Typic Hapludalf,0.2,1.49,,"Edingen, Belgium",4082,undisturbed,3.5,17.0,3/21/1986,90.0,,78.8,silt loam,,,Edingen I,,90.1,60.0
0.998,,B3,1000.0,Typic Hapludalf,0.2,1.49,,"Edingen, Belgium",4082,undisturbed,3.5,17.0,3/21/1986,90.0,,78.8,silt loam,,,Edingen I,,90.1,60.0
1.0,,B3,2000.0,Typic Hapludalf,0.2,1.49,,"Edingen, Belgium",4082,undisturbed,3.5,17.0,3/21/1986,90.0,,78.8,silt loam,,,Edingen I,,90.1,60.0
0.113,,Ap,2.0,Typic Hapludalf,0.96,1.49,,"Edingen, Belgium",4090,undisturbed,3.5,17.0,3/21/1986,40.0,,78.8,silt loam,,,Edingen II,,21.89,0.0
